name,summary,introduction,open_time,district,address,tel,category,consume,seg,cate
加南一作,,"農家子弟. 辛勤的農夫媽媽

鋤頭下的汗水. 成就餐桌上的故事

推廣台灣精緻農業，鄉村生活態度

偶爾散文，時而圖像，以輕鬆詼諧的方式

推廣台灣上好農作

Impressum
◆LINE ID：@farmergoods

◆Instagram：farmergoods

◆ EMAIL：jiananyizuo@gmail.com",,安平區,708 臺南市安平區運河路23巷23弄3號,0931-713718,伴手好禮、農產好物,美食,"['推廣台灣', 'farmergoods', '農家', '農夫', '媽媽', '鋤頭', '鄉村', '態度', '偶爾', '時而圖', '農作', 'Impressum', 'LINE', 'ID', 'Instagram', 'EMAIL', 'jiananyizuo', 'gmail', 'com', '餐桌上', '辛勤', '汗水', '散文', '子弟', '成就', '故事', '方式', '生活']",伴手好禮
阿嬤的珍藏,,"
阿嬤的珍藏-台南名產伴手禮 | 人氣團購美食 | 法式甜點 | 夏威夷豆塔、堅果塔

【台灣南部的阿嬤，擁抱世界的心意】
來自台灣南部的「阿嬤的珍藏」，從年少就堅持到底的製菓初心，
秉持「誠食好味、天然安心」的心意，我們期盼延續阿嬤的無比堅持，
用深刻動人的手作情感、安心食材的自我苛求，
就只為了把全世界最美好的滋味和著阿嬤年代的純粹心意，遞送給你。




&nbsp;",,仁德區,717 臺南市仁德區文華路三段428巷111號,65115188,伴手好禮,美食,"['心意', '阿嬤', '堅持', '珍藏', '安心', '名產伴', '手禮', '人氣', '團購', '甜點', '豆塔', '堅果', '台灣', '擁抱', '自台灣', '誠食', '好味', '延續', '動人', '手作', '食材', '純粹', '遞送給', 'nbsp', '南部', '法式', '秉持', '苛求', '年少', '台南', '美食', '夏威夷', '期盼', '滋味', '美好', '情感', '自我', '全世界', '深刻', '天然', '到底', '年代', '世界']",伴手好禮
樂樂屋,,"位於台南中西區保安路上的老宅。
販售日式手工琥珀糖-品牌名為綺楽糖、日式雜貨以及台南在地手作職人的手作品。",下午2點到7點，不定店休。,中西區,700 臺南市中西區保安路111號,963293907,伴手好禮,美食,"['日式', '台南', '販售', '名為', '雜貨', '手作', '職人', '老宅', '琥珀', '中西', '保安', '手工', '路上', '品牌', '作品', '以及']",伴手好禮
安心餐廳-臻品周氏泡菜,,"臻品周氏泡菜 : 黃金亞麻籽泡菜的價值
主廚以多年在餐飲界習得專業技術,研發出特製黃金亞麻籽醬汁,結合在地蔬菜,改良為一階農特產加工品,藉以來提升農產經濟價值,機能,養身,健康,低碳環保,經過了多年改良與開發,2010年臻品周氏泡菜正式在各式開發產品中加入黃金亞麻仁籽醬與香辣芝麻原醬的技術來提升產品,成功詮釋黃金泡菜的營養價值。
我們創造泡菜新食法改善泡菜醬汁的調合成份~加入了導粹提煉成醬的亞麻籽醬讓我們以最平凡的食材~帶給你最不凡的價值-健康養身-低碳環保",,東區,701 臺南市東區東安路258號,06-2002691,伴手好禮、安心餐廳,美食,"['泡菜', '價值', '技術', '養身', '低碳', '環保', '改良', '麻仁', '加入', '品周氏', '金亞麻籽', '主廚', '飲界習', '專業', '研發出', '結合', '一階農特產', '農產', '經濟', '機能', '經過', '開發', '2010', '年臻品', '開發產品', '金亞', '籽醬', '原醬', '產品', '詮釋', '營養', '創造', '新食法', '醬汁', '導粹', '提煉', '成醬', '亞麻籽', '食材', '帶給', '健康', '香辣', '周氏', '多年', '提升', '藉以', '加工品', '各式', '不凡', '平凡', '芝麻', '合成', '蔬菜', '改善', '成功', '正式']",伴手好禮
安心餐廳-勇發農場,,"臺南麻豆位於嘉南平原的中央地帶，地理上南有曾文溪流過，因屬於沖積平原故土壤內含高量礦物質而肥沃，主要栽培的果樹有文旦、白柚、酪梨等，最具代表性的為文旦，自古有「柚城」的稱呼，勇發果園即座落此區。
為了草生栽培維持良好生態，不施用除草劑只能以人工作業，將每一棵果樹編號，記錄其土壤、水分、肥培、病蟲害、生長勢及結果品質，細心地將每一棵果樹當作自己的小孩看待。
每一棵柚子樹都細心地修剪枝，宛如迷宮般蜿蜒的樹枝，卻藏著一種規律的樹勢。天然有機肥料與土壤益生菌培養，讓每一棵柚子都能結在結果枝上，以確保能夠吸取到葉片光合作用回留的養分。蓄積能量後而展現出淡雅的柚香味，口感軟韌、甜而多汁的果肉，尾韻微酸而喉韻回甘。",,麻豆區,721 臺南市麻豆區安業里安業252-19號,06-5711981,伴手好禮、農產好物、安心餐廳,美食,"['一棵', '文旦', '將每', '果樹', '柚子', '土壤', '心地', '栽培', '益生菌', '麻豆', '果枝', '平原', '地帶', '上南', '流過', '因屬', '內含', '高量', '礦物質', '果樹有', '白柚', '柚城', '稱呼', '勇發', '果園', '此區', '草生', '維持', '生態', '以人', '編號', '記錄', '肥培', '病蟲害', '生長', '勢及', '當作', '樹都細', '迷宮般', '樹枝', '一種', '規律', '樹勢', '有機', '培養', '結在結', '以確', '保能夠', '葉片', '回留', '養分', '蓄積', '而展', '現出', '軟韌', '尾韻', '喉韻', '回甘', '嘉南', '微酸', '座落', '曾文溪', '除草', '果肉', '修剪', '淡雅', '多汁', '口感', '施用', '宛如', '光合作用', '果品', '肥料', '蜿蜒', '香味', '吸取', '最具', '肥沃', '小孩', '代表性', '水分', '看待', '自古', '地理', '能量', '天然', '良好', '只能', '中央', '工作', '自己', '主要']",伴手好禮
安心餐廳-得意蝦餅,,"來自小吃之都臺南安平的得意蝦餅,創立於1971年。
選用當地安平沿海一帶劍蝦.鐵釘蝦.火燒蝦.大頭蝦&hellip;等野生鮮蝦所製成在加上特製天然工法，無防腐劑及人工添加物，蝦味不僅濃郁還散發一種天然香氣，讓遠道而來的饕客吃過都會回味無窮一片接著一片，不僅通過SGS及南市衛生局檢驗，也榮獲2007、2010府城十大伴手禮入圍獎，榮獲2010府城在地美食獎、榮獲2011府城十大伴手禮。蝦餅不僅有鮮蝦海味，而且完全沒有油味，統一油炸包裝管理，品質讓人放心！口味多樣化，另有非油炸系列可供選擇，讓您買得安心吃得更開心。","平日：週一至週五上午 10:00至晚上 07:00
假日：週六、週日上午 10:00至晚上 08:00",安平區,708 臺南市安平區安平路123號,06-2205858,伴手好禮、安心餐廳,美食,"['不僅', '榮獲', '府城', '蝦餅', '鮮蝦', '2010', '油炸', '十大', '天然', '添加物', '創立', '1971', '選用', '當地', '一帶', '鐵釘', '火燒', '大頭', 'hellip', '工法', '劑及', '蝦味', '濃郁', '還散', '發一種', '香氣', '遠道', '客吃過', '無窮', '接著', '通過', 'SGS', '衛生局', '檢驗', '2007', '伴手', '禮入', '圍獎', '2011', '伴手禮', '沒有', '油味', '統一', '包裝', '品質', '多樣化', '選擇', '開心', '南市', '一片', '海味', '安平', '小吃', '回味', '防腐', '南安', '美食', '口味', '野生', '安心', '得意', '可供', '人工', '系列', '沿海', '放心', '加上', '完全', '管理', '而且']",伴手好禮
安心餐廳-黑橋牌-戎舘,,"「黑橋牌」在地六十多年，傳承上一代的原汁原味，創造新時代的獨特品味。最引以為傲的台灣NO.1香腸，是大人小孩記憶裡的經典家鄉味！除了新創多種風味香腸，如豆腐香腸、墨魚香腸和章魚燒香腸，更將香腸入餡在各種中式點心，如香腸肉包、香腸豬肉餡餅和香腸蘿蔔糕，更多讓人垂涎的美味，等你來探索！&nbsp;
「戎館」1935年坐落於田町(今中正路、國華街口現址)，前身為位於錦町的「戎座(1912-1934)」(約在現今民生路一段巷內)。1945年光復後更名為「赤崁戲院」，營運至1961年歇業。「戎」字代表「戎神(惠比壽神)」，為日本傳統七福神之一，保佑漁業豐收、財運昌隆。戎舘以此命名反映出當時離鄉的日本人，將傳統信仰融入台灣生活的精神象徵。
2020年黑橋牌啟動整修，盡力保存舊有的建築軌跡，例如頂樓特殊的女兒牆、內部沿用舊時代的圓柱等，用心地復刻出戎館當年的風貌。一樓除了作為黑橋牌門市外，也邀集特色商家進駐；二樓則作為藝文展覽、表演空間、圖書閱覽、用餐座席等多元運用，以新的姿態再次展現戎舘的風華絕代。",,中西區,700 臺南市中西區中正路220號,06-2295248,伴手好禮、安心餐廳,美食,"['香腸', '黑橋牌', '台灣', '戎館', '作為', '肉包', '年光', '福神', '傳承上', '創造', '時代', '獨特', '最引以', '為傲', 'NO.1', '記憶裡', '經典家', '鄉味', '創多種', '風味', '墨魚', '章魚', '燒香腸', '更將', '香腸入', '各種', '點心', '如香腸', '豬肉', '餡餅', '香腸蘿', 'nbsp', '1935', '中正路', '國華', '現址', '為位', '戎座', '1912', '1934', '現今', '巷內', '1945', '戲院', '營運至', '1961', '年歇業', '戎神', '惠比壽神', '傳統', '漁業', '豐收', '財運昌隆', '出當時', '離鄉', '將傳統', '象徵', '2020', '啟動', '盡力', '舊有', '建築', '軌跡', '頂樓', '女兒', '內部', '舊時代', '圓柱', '當年', '風貌', '一樓', '黑橋', '牌門', '進駐', '二樓則', '藝文展覽', '空間', '圖書', '閱覽', '運用', '以新', '姿態', '展現', '民生路', '六十多年', '座席', '刻出', '市外', '邀集', '原汁原味', '除了', '垂涎', '日本', '中式', '街口', '用餐', '品味', '美味', '整修', '坐落', '融入', '保佑', '用心', '商家', '沿用', '豆腐', '多元', '更名', '前身', '小孩', '信仰', '一代', '表演', '命名', '探索', '以此', '特色', '保存', '一段', '大人', '特殊', '精神', '例如', '再次', '反映', '代表', '之一', '生活']",伴手好禮
安心餐廳-晉發米穀商店,,晉發米穀商店自1872年經營至今，店內有一台已有百年歷史的古早碾米機，保存完整。我們傳承米店百年的使命，為民眾提供生活所需的好米穀，讓米店成為米食文化教育場域。,,新化區,712 臺南市新化區中正路439號,06-5907232,伴手好禮、農產好物、安心餐廳,美食,"['米店', '百年', '晉發米', '1872', '經營', '店內', '歷史', '古早', '傳承', '為民眾', '成為', '場域', '碾米', '文化教育', '商店', '使命', '一台', '完整', '保存', '已有', '提供', '生活']",伴手好禮
安心餐廳-魚魚共好,,"為消費者尋找品質優良的海鮮產品，響應慢魚運動，&lt;吃在地&gt;&lt;吃當季&gt;精神，依季節推廣最在地的台灣海味。
走訪台灣漁村深入探討各地文史背景，創造草根在地的海洋文化生命力!",,安南區,709 臺南市安南區慶安路115巷63號,965255271,伴手好禮、農產好物、安心餐廳,美食,"['lt', 'gt', '台灣', '消費者', '尋找', '品質', '優良', '海鮮產品', '響應', '慢魚', '運動', '當季', '依季節', '推廣', '走訪', '漁村', '探討', '創造', '海味', '草根', '文史', '生命力', '海洋', '深入', '背景', '各地', '精神', '文化']",伴手好禮
安心餐廳-晒港黑芝麻,,"我們提供無毒、友善耕作、產銷履歷，100%純粹『台南西港』在地生產、加工的黑芝麻相關產品。
也提供有關於西港農特產的食農教育體驗與流程。",,西港區,723 臺南市西港區八份58號,0989-784716,伴手好禮、農產好物、安心餐廳,美食,"['西港', '無毒', '產銷', '履歷', '100%', '純粹', '生產', '相關', '產品', '有關', '農特產', '食農', '體驗', '黑芝麻', '台南', '友善', '提供', '耕作', '流程', '加工', '教育']",伴手好禮
安心餐廳-柚の鄉,,在地麻豆文旦,,麻豆區,721 臺南市麻豆區油車里新生北路56號,06-5722007,伴手好禮、農產好物、安心餐廳,美食,['麻豆文旦'],伴手好禮
安心餐廳-官農柑仔店,,"官田區農會生鮮超市
咱生活的好厝邊",,官田區,720 臺南市官田區隆田里文化街23之2號,06-5791221,伴手好禮、農產好物、柑仔店、安心餐廳,美食,"['區農會', '生鮮', '好厝邊', '官田', '超市', '生活']",伴手好禮
